# manifests/bootloader-blobs.tsv — the COMMITTED source of truth for every byte
# lib/write-bootloader.sh is allowed to write into the 16 MB raw bootloader gap.
#
# The writer reads this file and nothing else to answer three questions:
#
#   1. WHICH blobs does this board×variant tuple write?  (the rows for the tuple,
#      in the order they appear here — that IS the dd order)
#   2. WHERE does each one go?  (write-bootloader.sh's blob-name → sector table;
#      deliberately NOT a column here, because an offset is on-disk geometry
#      frozen by docs/partition-contract.md, not per-package data)
#   3. IS THIS THE RIGHT BLOB?  (the sha256 column, asserted before the dd and
#      re-asserted against a READBACK of the image after it)
#
# A tuple with no rows here is REFUSED. That is the point: the writer cannot be
# handed a blob it has never been told about, so a silently-wrong .deb — an
# archive re-spin under an unchanged version, a stale staged package, the OTHER
# board's payload — fails the build against a committed pin instead of producing
# a plausible image that bricks a board.
#
# COLUMNS (tab-separated)
#   board     board_id (manifest board_id, the value passed as --board)
#   variant   family variant name, or `default` for the reserved no-variant name
#   package   Debian package the blob ships in (pinned in armbian-bsp-deb-versions.txt)
#   version   that package's exact pinned Debian version
#   blob      blob filename inside the package payload
#   sha256    lowercase hex SHA-256 of that blob's bytes
#
# PROVENANCE, and it is re-derivable from this file alone. Every hash below was
# read out of a .deb whose own SHA-256 matched that package's entry in the
# bookworm/main/arm64 `Packages` index at https://apt.armbian.com — the digest  suite-literal-ok: the Armbian BSP index these blob digests were read from
# taken from the gpgv-VERIFIED `Release` plaintext, never the raw `InRelease` —
# under both pinned archive keys DF00FAF1C577104B50BF1D0093D6889F9F0E78D5 and
# 8CFA83D13EB2181EEF5843E41EB30FAF236099FE. The `package` + `version` columns are
# the pins in manifests/armbian-bsp-deb-versions.txt, and the verification is the
# pipeline's own lib/fetch-debs-auth.sh (auth_keyring_has_exact_fingerprints ->
# auth_verify_release_to_file -> auth_release_has_identity), i.e. the exact code
# a real BSP fetch runs — so a fresh checkout can reproduce every row without any
# local artifact. Do NOT cite a path under test-results/ here: that tree is
# gitignored repo-local evidence (Rule D) and resolves to nothing when cloned.
#
# TWO PAYLOAD SHAPES, and only one of them is a split. The `-current`/`-edge`
# packages on BOTH boards, and the Rock's `-vendor` package, ship ONE unified
# `u-boot-rockchip.bin` carrying idbloader (RKNS at blob offset 0) and the U-Boot
# FIT (d00dfeed at 0x7f8000) together — a single dd at sector 64 lays both, and
# the blob must NEVER be split. Only `linux-u-boot-orangepi5-plus-vendor` (the
# 2017.09 Rockchip fork) ships the historical `idbloader.img` + `u-boot.itb`
# pair, which is why that ONE tuple has two rows. Do not add split handling for
# any other tuple — no other pinned package contains those files.
#
# `edge-test` and `vendor-patched` intentionally carry the VENDOR U-Boot rows:
# neither board declares a `variant_overrides.<that variant>.uboot_packages`, so
# the resolver hands them the board's top-level (vendor) package and these rows
# record what will actually be written. They are not aspirational.
#
# `default` AND `edge` BOTH MAP TO THE EDGE BLOB, AND THAT IS NOT A COPY-PASTE
# SLIP. The family's `default_variant: edge` makes the mainline track production,
# so a real build reaches the writer with the RESOLVED name `edge`
# (lib/stages/assemble.sh passes ${KERNEL_VARIANT:-${variant}}). The reserved
# `default` spelling survives because write-bootloader.sh normalises an EMPTY
# --variant to it, which a direct `assemble-disk.sh` invocation can still
# produce — and "the production path" is now the edge bootloader. The two row
# sets must therefore stay byte-identical; tests/bootloader-variant.bats fails
# the build if they diverge. The PREBUILT vendor bootloader moved to the
# `vendor` rows, reachable only through `--variant vendor`.
#
# board	variant	package	version	blob	sha256

# --- Orange Pi 5+ ----------------------------------------------------------
# PRODUCTION (= edge): U-Boot 2026.01, TF-A compiled from ARM-software v2.13.0
# (mainline). Both spellings, byte-identical — see the note above.
orangepi5-plus	default	linux-u-boot-orangepi5-plus-edge	26.8.3	u-boot-rockchip.bin	7b9fd2ea241b831ec7c40d790a3ad835b763de70ab60493a95ca69b4aa3b0391
orangepi5-plus	edge	linux-u-boot-orangepi5-plus-edge	26.8.3	u-boot-rockchip.bin	7b9fd2ea241b831ec7c40d790a3ad835b763de70ab60493a95ca69b4aa3b0391
# PREBUILT VENDOR: U-Boot 2017.09 Rockchip fork, closed rkbin BL31.
orangepi5-plus	vendor	linux-u-boot-orangepi5-plus-vendor	26.8.3	idbloader.img	15c6c0aff5ffd9dfe2ba3a901abd09593d89df31c7c06c47d7a5f04944a2b832
orangepi5-plus	vendor	linux-u-boot-orangepi5-plus-vendor	26.8.3	u-boot.itb	d768c1f82588a58431ffcf44c4a61585428239553abb42dfbe5390c356bdd519
orangepi5-plus	edge-test	linux-u-boot-orangepi5-plus-vendor	26.8.3	idbloader.img	15c6c0aff5ffd9dfe2ba3a901abd09593d89df31c7c06c47d7a5f04944a2b832
orangepi5-plus	edge-test	linux-u-boot-orangepi5-plus-vendor	26.8.3	u-boot.itb	d768c1f82588a58431ffcf44c4a61585428239553abb42dfbe5390c356bdd519
orangepi5-plus	vendor-patched	linux-u-boot-orangepi5-plus-vendor	26.8.3	idbloader.img	15c6c0aff5ffd9dfe2ba3a901abd09593d89df31c7c06c47d7a5f04944a2b832
orangepi5-plus	vendor-patched	linux-u-boot-orangepi5-plus-vendor	26.8.3	u-boot.itb	d768c1f82588a58431ffcf44c4a61585428239553abb42dfbe5390c356bdd519

# --- Radxa Rock 5B+ --------------------------------------------------------
# PRODUCTION (= edge): U-Boot 2026.04, TF-A compiled from ARM-software v2.13.0
# (mainline). Both spellings, byte-identical — see the note above.
rock-5b-plus	default	linux-u-boot-rock-5b-plus-edge	26.8.3	u-boot-rockchip.bin	e25c276ec6961e394e5aa8f34b476bcf90367bcfd7eaeb6ebf77e684a13302cc
rock-5b-plus	edge	linux-u-boot-rock-5b-plus-edge	26.8.3	u-boot-rockchip.bin	e25c276ec6961e394e5aa8f34b476bcf90367bcfd7eaeb6ebf77e684a13302cc
# PREBUILT VENDOR: U-Boot 2026.04, unified blob. This board's armbian/build hook
# carries no `vendor` branch guard, so this payload already has the same shape as
# its -current/-edge siblings; the bytes still differ, hence its own row.
rock-5b-plus	vendor	linux-u-boot-rock-5b-plus-vendor	26.8.3	u-boot-rockchip.bin	a3d094d8024494bde155354bc0cec1095f67a8f00c5228df9eddb0c99ce681cb
rock-5b-plus	edge-test	linux-u-boot-rock-5b-plus-vendor	26.8.3	u-boot-rockchip.bin	a3d094d8024494bde155354bc0cec1095f67a8f00c5228df9eddb0c99ce681cb
rock-5b-plus	vendor-patched	linux-u-boot-rock-5b-plus-vendor	26.8.3	u-boot-rockchip.bin	a3d094d8024494bde155354bc0cec1095f67a8f00c5228df9eddb0c99ce681cb
